snapshot_month,model_id,occupation_code,occupation_label,realized_occupation_exposure_100,weighted_dae_100,weighted_se_100,weighted_oc_100,weighted_ic_100,benchmark_coverage_ratio,included_task_count
2026-04,terminus_2_gpt_5_codex,15-1299.09,Project Management Specialists / Information Project Managers,13.2838,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_gpt_5_mini,15-1299.09,Project Management Specialists / Information Project Managers,7.3458,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_gpt_5_nano,15-1299.09,Project Management Specialists / Information Project Managers,2.4180,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_gpt_oss_120b,15-1299.09,Project Management Specialists / Information Project Managers,5.7237,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_gpt_oss_20b,15-1299.09,Project Management Specialists / Information Project Managers,0.9488,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_grok_4,15-1299.09,Project Management Specialists / Information Project Managers,7.0704,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_grok_code_fast_1,15-1299.09,Project Management Specialists / Information Project Managers,4.3463,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_kimi_k2_5,15-1299.09,Project Management Specialists / Information Project Managers,13.2225,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_kimi_k2_instruct,15-1299.09,Project Management Specialists / Information Project Managers,8.5089,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_kimi_k2_thinking,15-1299.09,Project Management Specialists / Information Project Managers,10.9270,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_minimax_m2,15-1299.09,Project Management Specialists / Information Project Managers,9.1823,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_minimax_m2_1,15-1299.09,Project Management Specialists / Information Project Managers,8.9375,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_minimax_m2_5,15-1299.09,Project Management Specialists / Information Project Managers,12.9165,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_2_qwen_3_coder_480b,15-1299.09,Project Management Specialists / Information Project Managers,7.3152,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_kira_claude_opus_4_6,15-1299.09,Project Management Specialists / Information Project Managers,22.8640,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,terminus_kira_gemini_3_1_pro,15-1299.09,Project Management Specialists / Information Project Managers,22.8946,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,test,15-1299.09,Project Management Specialists / Information Project Managers,0.2471,68.0900,20.0300,72.3800,28.3700,0.1871,21
2026-04,tobai,15-1299.09,Project Management Specialists / Information Project Managers,16.9436,68.0900,20.0300,72.3800,28.3700,0.1871,21
2026-04,tongagents_claude_opus_4_6,15-1299.09,Project Management Specialists / Information Project Managers,22.0070,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,tongagents_gemini_3_1_pro,15-1299.09,Project Management Specialists / Information Project Managers,24.5474,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,trase_agent,15-1299.09,Project Management Specialists / Information Project Managers,16.2063,68.0900,20.0300,72.3800,28.3700,0.1871,21
2026-04,trase_agent_v0_2,15-1299.09,Project Management Specialists / Information Project Managers,19.1517,68.0900,20.0300,72.3800,28.3700,0.1871,21
2026-04,trase_agent_v0_3,15-1299.09,Project Management Specialists / Information Project Managers,28.4825,68.0900,20.0300,72.3800,28.3700,0.1871,21
2026-04,vm_agent,15-1299.09,Project Management Specialists / Information Project Managers,3.6829,68.0900,20.0300,72.3800,28.3700,0.1871,21
2026-04,warm_up_act,15-1299.09,Project Management Specialists / Information Project Managers,7.1227,68.0900,20.0300,72.3800,28.3700,0.1871,21
2026-04,warp_multiple,15-1299.09,Project Management Specialists / Information Project Managers,18.7319,68.0900,20.0300,72.3800,28.3700,0.0543,21
2026-04,xmanus,15-1299.09,Project Management Specialists / Information Project Managers,16.4534,68.0900,20.0300,72.3800,28.3700,0.1871,21
